Name,Scholar Link,DOI,Bibtex,PDF Name,Year,Scholar page,Journal,Downloaded,Downloaded from,Authors
Occurrence of virulent and antibiotic-resistant Shiga toxin-producing Escherichia coli in some food products and human stool in Egypt,,10.14202/vetworld.2017.1233-1240,True,Occurrence of virulent and antibiotic-resistant Shiga toxin-producing Escherichia coli in some food products and human stool in Egypt.pdf,2017,,Veterinary World,True,SciHub,Osman Mohamed Hamed and Maha Ahmed Sabry and Nawal A. Hassanain and Eman Hamza and Ahmed G. Hegazi and Marwa Badawy Salman
"Molecular characterization of Escherichia coli recovered from traditional milk products in Kashan, Iran",,10.14202/vetworld.2017.1264-1268,True,,2017,,Veterinary World,False,,Farhad Sharafati Chaleshtori and Navid Mazroii Arani and Esmat Aghadavod and Afshin Naseri and Reza Sharafati Chaleshtori
"Characterization of Salmonella Gallinarum from an outbreak in Raigarh, Chhattisgarh",,10.14202/vetworld.2017.144-148,True,Characterization of Salmonella Gallinarum from an outbreak in Raigarh_ Chhattisgarh.pdf,2017,,Veterinary World,True,SciHub,Chandrahas Sannat and Anil Patyal and Nidhi Rawat and R. C. Ghosh and D. K. Jolhe and R. K. Shende and S. D. Hirpurkar and Sanjay Shakya
Prevalence of colibacillosis in chickens in greater Mymensingh district of Bangladesh,,10.14202/vetworld.2017.29-33,True,Prevalence of colibacillosis in chickens in greater Mymensingh district of Bangladesh.pdf,2017,,Veterinary World,True,SciHub,Md. Abdul Matin and Md. Ariful Islam and Mst. Minara Khatun
Phenotypic and genotypic characterization of methicillin-resistant Staphylococcus aureus from bovine mastitis,,10.14202/vetworld.2017.363-367,True,Phenotypic and genotypic characterization of methicillin-resistant Staphylococcus aureus from bovine mastitis.pdf,2017,,Veterinary World,True,SciHub,S. Hamid and Mohd Altaf Bhat and Irfan Ahmad Mir and Anil Taku and Gulzar Ahmad Badroo and Salik Nazki and Andleeb Malik
Prevalence of methicillin-resistant Staphylococcus aureus skin and nasal carriage isolates from bovines and its antibiogram,,10.14202/vetworld.2017.593-597,True,,2017,,Veterinary World,False,,Alok Kumar and Purushottam Kaushik and  Anjay and Pankaj Kumar and Manoj Kumar
Molecular characterization of antibiotic-resistant Staphylococcus aureus from livestock (bovine and swine),,10.14202/vetworld.2017.598-604,True,,2017,,Veterinary World,False,,Asima Zehra and Randhir Singh and Simranpreet Kaur and J. P. S. Gill
Prevalence and antimicrobial resistance pattern of Shiga toxigenic Escherichia coli in diarrheic buffalo calves,,10.14202/vetworld.2017.774-778,True,Prevalence and antimicrobial resistance pattern of Shiga toxigenic Escherichia coli in diarrheic buffalo calves.pdf,2017,,Veterinary World,True,SciHub,M. Srivani and Y. Narasimha Reddy and K. V. Subramanyam and M. Ramakoti Reddy and T. Srinivasa Rao
Incidence of bovine clinical mastitis in Jammu region and antibiogram of isolated pathogens,,10.14202/vetworld.2017.984-989,True,Incidence of bovine clinical mastitis in Jammu region and antibiogram of isolated pathogens.pdf,2017,,Veterinary World,True,SciHub,Adil Majid Bhat and Jasvinder Singh Soodan and Rajiv Singh and Ishfaq Ahmad Dhobi and Tufail Hussain and Mohammad Yousuf Dar and Muheet Mir
,,10.14202/vetworld.2018,False,,,,,False,,
"Sources of contamination, prevalence, and antimicrobial resistance of thermophilic Campylobacter isolated from turkeys",,10.14202/vetworld.2018.1074-1081,True,,2018,,Veterinary World,False,,Radia Bouhamed and Leila Bouayad and Sara Messad and Safia Zenia and Malek Naim and Taha-Mossadak Hamdi
"Detection, characterization, and antibiogram of extended-spectrum beta-lactamase Escherichia coli isolated from bovine milk samples in West Bengal, India",,10.14202/vetworld.2018.1423-1427,True,,2018,,Veterinary World,False,,Kunal Batabyal and Abhiroop Banerjee and Susmita Pal and Samir Dey and Siddhartha Narayan Joardar and Indranil Samanta and Devi Prasad Isore and Abhishek Dharm Singh
"Antibacterial effect of ozonated water against methicillin-resistant Staphylococcus aureus contaminating chicken meat in Wasit Province, Iraq",,10.14202/vetworld.2018.1445-1453,True,Antibacterial effect of ozonated water against methicillin-resistant Staphylococcus aureus contaminating chicken meat in Wasit Province_ Iraq.pdf,2018,,Veterinary World,True,SciHub,Manal H. G. Kanaan
Occurrence of Escherichia coli carrying Shiga toxin-producing genes in buffaloes on smallholdings in Bangladesh,,10.14202/vetworld.2018.1454-1458,True,Occurrence of Escherichia coli carrying Shiga toxin-producing genes in buffaloes on smallholdings in Bangladesh.pdf,2018,,Veterinary World,True,SciHub,Mukta Das Gupta and Arup Sen and Ashutosh Das
"Virulence typing and antibiotic susceptibility profiling of thermophilic Campylobacters isolated from poultry, animal, and human species",,10.14202/vetworld.2018.1698-1705,True,Virulence typing and antibiotic susceptibility profiling of thermophilic Campylobacters isolated from poultry_ animal_ and human species.pdf,2018,,Veterinary World,True,SciHub,Neelam Rawat and  Maansi and Deepak Kumar and A. K. Upadhyay
Prevalence and molecular detection of fluoroquinolone-resistant genes (qnrA and qnrS) in Escherichia coli isolated from healthy broiler chickens,,10.14202/vetworld.2018.1720-1724,True,Prevalence and molecular detection of fluoroquinolone-resistant genes _qnrA and qnrS_ in Escherichia coli isolated from healthy broiler chickens.pdf,2018,,Veterinary World,True,SciHub,Shahin Mahmud and K. H. M. Nazmul Hussain Nazir and Md. Tanvir Rahman
"Prevalence and characterization of Panton-Valentine leukocidin-positive Staphylococcus aureus in bovine milk in Jabalpur district of Madhya Pradesh, India",,10.14202/vetworld.2018.316-320,True,,2018,,Veterinary World,False,,Neeraj Shrivastava and Varsha Sharma and Arpita Shrivastav and Anju Nayak and Ajay Kumar Rai
"Molecular characterization and antibiotic resistance patterns of avian fecal Escherichia coli from turkeys, geese, and ducks",,10.14202/vetworld.2018.859-867,True,,2018,,Veterinary World,False,,Nokukhanya Dube and Joshua Mbanga
,,10.14715/cmb/2016.62.10.2,False,,,,,False,,
Carriage of Multiple drug Resistant Bacteria in Vagina of Apparently Healthy Swamp Buffaloes in Nagaland,,10.14737/journal.aavs/2014/2.5.292.295,True,,2014,,{ResearchersLinks} Ltd,False,,Bhoj Raj Singh
Antimicrobial Resistance Pattern against E. coli and Salmonella in Layer Poultry,,10.14737/journal.rjvp/2014/2.2.30.35,True,,2014,,{ResearchersLinks} Ltd,False,,Mohammad Mahmudul Hassan
,,10.14943/jjvr.66.1.1,False,,,,,False,,
Study of Beta-lactamase and Extended-Spectrum Beta-lactamase Production by Escherichia coli in Broiler Farms in Sulaimania Province,,10.15192/PSCP.ASR.2014.3.119-24,True,,2014,,Progressive Science Publications,False,,
"Antibiotic susceptibility, serotyping and pathogenicity evaluation of avian escherichia coli isolated from broilers in northern Iran",,10.15547/bjvm.819,True,,2015,,Trakia University,False,,S. Seifi and R. Khoshbakht and A. Atabak
,,10.15547/bjvm.90,False,,,,,False,,
,,10.15889/j.issn.1002-1302.2019.02.039,False,,,,,False,,
Widespread distribution of CTX-M and plasmid-mediated AmpC β-lactamases in Escherichia coli from Brazilian chicken meat,,10.1590/0074-02760140389,True,Widespread distribution of CTX-M and plasmid-mediated AmpC β-lactamases in Escherichia coli from Brazilian chicken meat.pdf,2015,,{FapUNIFESP} ({SciELO}),True,SciHub,Larissa Alvarenga Batista Botelho and Gabriela Bergiante Kraychete and Jacqueline Lapa Costa e Silva and Douglas Viller Vieira Regis and Renata Cristina Pic{\~{a}}o and Beatriz Meurer Moreira and Raquel Regina Bonelli
Survey of Minas frescal cheese from Southwest Minas Gerais for virulence factors and antimicrobial resistance in Escherichia coli isolates,,10.1590/0103-8478cr20131237,True,Survey of Minas frescal cheese from Southwest Minas Gerais for virulence factors and antimicrobial resistance in Escherichia coli isolates.pdf,2014,,{FapUNIFESP} ({SciELO}),True,SciHub,M{\~{o}}nica Hitomi Okura and Jos{\'{e}} Moacir Marin
Methicillin-resistant Staphylococcus spp. isolated from curd cheese “requeijão” and “especialidade láctea type requeijão” sold in Brazil,,10.1590/0103-8478cr20170008,True,Methicillin-resistant Staphylococcus spp. isolated from curd cheese _requeijão_ and _especialidade láctea type requeijão_ sold in Brazil.pdf,2017,,{FapUNIFESP} ({SciELO}),True,SciHub,Jamile de Oliveira Hachiya and Gabriel Augusto Marques Rossi and Laryssa Freitas Ribeiro and Rafael Akira Sato and Higor Oliveira Silva and Ana Maria Centola Vidal and Luiz Augusto do Amaral
Occurrence and antimicrobial resistance of Campylobacter jejuni and Campylobacter coli isolated from domestic animals from Southern Ecuador,,10.1590/0103-8478cr20180003,True,Occurrence and antimicrobial resistance of Campylobacter jejuni and Campylobacter coli isolated from domestic animals from Southern Ecuador.pdf,2018,,{FapUNIFESP} ({SciELO}),True,SciHub,Zorayda Toledo and Rosa Janneth Simaluiza and Heriberto Fern{\'{a}}ndez
"Phylogenetic analysis, biofilm production, and antimicrobial resistance profile of Escherichia coli isolated from slaughtered pigs",,10.1590/1678-4162-9926,True,Phylogenetic analysis_ biofilm production_ and antimicrobial resistance profile of Escherichia coli isolated from slaughtered pigs.pdf,2018,,{FapUNIFESP} ({SciELO}),True,SciHub,A.S. Santos and D.C.V. Lima and E.F.T.S. Fernandes and P.P.F. Albuquerque and G.V. Gouveia and M.C.A. S{\'{a}} and M.M. Costa and J.W. Pinheiro J{\'{u}}nior and R.A. Mota
Survey of Salmonella spp. in beef meat for export at slaughterhouses in Brazil,,10.1590/1678-5150-PVB-5867,True,Survey of Salmonella spp. in beef meat for export at slaughterhouses in Brazil.pdf,2018,,{FapUNIFESP} ({SciELO}),True,SciHub,Daniele Bier and Jalusa D. Kich and Sabrina C. Duarte and M{\'{a}}rcio R. Silva and Luiza M. Valsoni and Carlos A.N. Ramos and D{\'{a}}lia P. Rodrigues and Fl{\'{a}}bio R. Ara{\'{u}}jo
Prevalência e susceptibilidade antimicrobiana de sorotipos de Salmonella spp. isolados de frangos vivos e carcaças no estado do Rio de Janeiro,,10.1590/1678-5150-pvb-5289,True,Prevalência e susceptibilidade antimicrobiana de sorotipos de Salmonella spp. isolados de frangos vivos e carcaças no estado do Rio de Janeiro.pdf,2018,,{FapUNIFESP} ({SciELO}),True,SciHub,Daniela Q. Baptista and Andr{\'{e}} F.M. Santos and Maria Helena C. Aquino and Dayse L.C. Abreu and D{\'{a}}lia P. Rodrigues and Elmiro R. Nascimento and Virginia L.A. Pereira
"Ocorrência e perfil de resistencia antimicrobiana de sorotipos de Salmonella spp. isolados de aviários do Paraná, Brasil",,10.1590/1808-1657000352013,True,Ocorrência e perfil de resistencia antimicrobiana de sorotipos de Salmonella spp. isolados de aviários do Paraná_ Brasil.pdf,2015,,{FapUNIFESP} ({SciELO}),True,SciHub,Jessica Angela Pandini and Fabiana Gisele da Silva Pinto and Jessica Maronezzi Muller and La{\'{\i}}s Dayane Weber and Alexandre Carvalho de Moura
ANTIMICROBIAL DRUG RESISTANCE IN STRAINS OF Escherichia coli ISOLATED FROM FOOD SOURCES,,10.1590/S0036-46652014000400012,True,ANTIMICROBIAL DRUG RESISTANCE IN STRAINS OF Escherichia coli ISOLATED FROM FOOD SOURCES.pdf,2014,,{FapUNIFESP} ({SciELO}),True,SciHub,Mohammed Uddin Rasheed and Nooruddin Thajuddin and Parveez Ahamed and Zelalem Teklemariam and Kaiser Jamil
Prevalence of enterotoxin-encoding genes and antimicrobial resistance in coagulase-negative and coagulase-positive Staphylococcus isolates from black pudding,,10.1590/S0037-86822012000500008,True,Prevalence of enterotoxin-encoding genes and antimicrobial resistance in coagulase-negative and coagulase-positive Staphylococcus isolates from black pudding.pdf,2012,,{FapUNIFESP} ({SciELO}),True,SciHub,Tiane Martin de Moura and Fabr{\'{\i}}cio Souza Campos and Pedro Alves d{\textquotesingle}Azevedo and Sueli Teresinha Van Der Sand and Ana Cl{\'{a}}udia Franco and Jeverson Frazzon and Ana Paula Guedes Frazzon
Perfil de sensibilidade microbiana in vitro de linhagens de Staphylococcus spp. isoladas de vacas com mastite subclínica,,10.1590/S0100-736X2009000700012,True,Perfil de sensibilidade microbiana in vitro de linhagens de Staphylococcus spp. isoladas de vacas com mastite subclínica.pdf,2009,,{FapUNIFESP} ({SciELO}),True,SciHub,Elizabeth S. Medeiros and Rinaldo A. Mota and Marcos V. Santos and Manuela F.L. Freitas and Jos{\'{e}} W. Pinheiro J{\'{u}}nior and Jos{\'{e}} Andreey A. Teles
Resistência antimicrobiana e perfil plasmidial de Escherichia coli isolada de frangos de corte e poedeiras comerciais no Estado de Pernambuco,,10.1590/S0100-736X2012000500008,True,Resistência antimicrobiana e perfil plasmidial de Escherichia coli isolada de frangos de corte e poedeiras comerciais no Estado de Pernambuco.pdf,2012,,{FapUNIFESP} ({SciELO}),True,SciHub,"M{\'{e}}rcia R. Barros and Wanderley D, da Silveira and Janete M. de Ara{\'{u}}jo and Elizianne P. Costa and Andrea Alice da F. Oliveira and Ana Paula da S.F. Santos and Vanessa Anny S. Silva and Rinaldo A. Mota"
Antimicrobial resistance profiles of Staphylococcus aureus clusters on small dairy farms in southern Brazil,,10.1590/S0100-736X2016001000006,True,,2016,,{FapUNIFESP} ({SciELO}),False,,Lilian K. Girardini and   and Daniel S. Paim and Thais C. Ausani and Graciela V. Lopes and Debora C.P. Pellegrini and Maria Aparecida V.P. Brito and Marisa Cardoso and   and   and
Occurrence of toxigenic Escherichia coli in raw milk cheese in Brazil,,10.1590/S0102-09352007000200035,True,Occurrence of toxigenic Escherichia coli in raw milk cheese in Brazil.pdf,2007,,{FapUNIFESP} ({SciELO}),True,SciHub,B.R. Paneto and R.P. Schocken-Iturrino and C. Macedo and E. Santo and J.M. Marin
"Prevalência e perfil de resistência a antimicrobianos de sorovares de Salmonella isolados de lingüiças suínas tipo frescal em Lages, SC",,10.1590/S0102-09352008000200040,True,Prevalência e perfil de resistência a antimicrobianos de sorovares de Salmonella isolados de lingüiças suínas tipo frescal em Lages_ SC.pdf,2008,,{FapUNIFESP} ({SciELO}),True,SciHub,D.A. Spricigo and S.R. Matsumoto and M.L. Esp{\'{\i}}ndola and E.K. Vaz and S.M. Ferraz
"Virulence factors, antimicrobial resistance, and plasmid content of Escherichia coli isolated in swine commercial farms",,10.1590/S0102-09352010000100004,True,Virulence factors_ antimicrobial resistance_ and plasmid content of Escherichia coli isolated in swine commercial farms.pdf,2010,,{FapUNIFESP} ({SciELO}),True,SciHub,M.M. Costa and G. Drescher and F Maboni and S.S. Weber and A. Schrank and M.H. Vainstein and I.S. Schrank and A.C. Vargas
Genes de enterotoxinas e perfil antimicrobiano de Escherichia coli isoladas de suínos hígidos no Distrito Federal,,10.1590/S0102-09352013000400010,True,Genes de enterotoxinas e perfil antimicrobiano de Escherichia coli isoladas de suínos hígidos no Distrito Federal.pdf,2013,,{FapUNIFESP} ({SciELO}),True,SciHub,V.O. Drummond and S. Perecmanis
"Caracterização fenotípica pelo antibiograma de cepas de Escherichia coli isoladas de manipuladores, de leite cru e de queijo ""Minas Frescal"" em um laticínio de Goiás, Brasil",,10.1590/S0103-84782006000400027,True,,2006,,{FapUNIFESP} ({SciELO}),False,,Campos Maria Raquel Hidalgo and Andr{\'{e}} Kipnis and Maria Cl{\'{a}}udia Dantas Porf{\'{\i}}rio Borges Andr{\'{e}} and Carla Atavila da Silva Vieira and Liana Borges Jayme and Patr{\'{\i}}cia Pimentel Santos and {\'{A}}lvaro Bisol Serafini
Variabilidades fenotípica e genotípica de estirpes de Staphylococcus aureus isoladas em casos de mastite subclínica bovina,,10.1590/S0103-84782006000400028,True,,2006,,{FapUNIFESP} ({SciELO}),False,,Luciano Menezes Ferreira and Antonio Nader Filho and Erika de Oliveira and Luiz Francisco Zafalon and Viviane de Souza
,,10.1590/S0325-75412010000100011,False,,,,,False,,
"Presence of extraintestinal pathogenic Escherichia coli in butcheries in Taquaritinga, SP, Brazil",,10.1590/S1517-83822007000400002,True,,2007,,{FapUNIFESP} ({SciELO}),False,,Edilene Santo and Daniela Rodolpho and Jos{\'{e}} Moacir Marin
"Isolation of Shiga toxigenic Escherichia coli from butcheries in Taquaritinga city, State of São Paulo, Brazil",,10.1590/S1517-83822007000400004,True,,2007,,{FapUNIFESP} ({SciELO}),False,,Daniela Rodolpho and Jos{\'{e}} Moacir Marin
Occurrence of Salmonella spp. in broiler chicken carcasses and their susceptibility to antimicrobial agents,,10.1590/S1517-83822009000300020,True,Occurrence of Salmonella spp. in broiler chicken carcasses and their susceptibility to antimicrobial agents.pdf,2009,,{FapUNIFESP} ({SciELO}),True,SciHub,Dalila Ang{\'{e}}lica Moliterno Duarte and Aldemir Reginato Ribeiro and Ana M{\'{e}}rcia Mendes Vasconcelos and Sylnei Barros Santos and Juliana Vital Domingos Silva and Patr{\'{\i}}cia L{\'{u}}cia Arruda de Andrade and L{\'{u}}cia Sadae Pereira da Costa de Arr Falc{\~{a}}o
